x,y,z,yaw,name
-36.579483,55.709431,4.5104947,-1.542261,via204-2nd-down-0
-36.729706,59.665062,3.0927095,-1.5455841,via205-2nd-down-1
-35.062099,59.85318,3.116292,3.126163,via206-2nd-down-2
-35.014763,59.781391,3.0904181,1.6771915,via207-2nd-down-3
-34.75523,54.268227,0.4608353,1.6440654,via208-2nd-down-4
-36.6165,55.3783,0.5443,2.6301,via209
-36.540958,59.614529,0.5078825,1.6401079,via210-h
-34.577422069390515,62.33087507965445,0.0,-0.01516839173735189,via211
-28.72975834205633,62.605283145156534,0.0,0.0167,via212
-26.8365,60.7499,0.0,0.031,via213
-16.632,61.3558,0.0,1.1903,via214
-15.973351,63.00518,0.4095464,0.0535957,via215
-4.0758309,63.465031,0.3260978,1.5529609,via216
-4.0693107,68.900719,0.3886068,1.550457,via217
-8.9577951,70.59893,0.3542743,0.0891664,via218
-4.394224945589812,71.12843507976504,0.0,-0.0469,via219-shuttle03-open
0.5997344921060517,71.10552700894993,0.0,-0.0248,via220-shuttle03-close
2.373457005271959,68.28981349585257,0.0,-1.5708,via221
2.9278,60.6546,0.0,-1.5618,via222-shuttle02-open
3.1798,56.9251,0.0,-1.5613,via223-shuttle02-close
3.1546222200674947,49.239461805999895,0.0,-3.1109,via224
-10.1483,48.855,0.0,-1.5698,via225
-10.0233,46.0216,0.0,-1.5535,via226-shuttle01-open
-9.7886,43.0238,0.0,-1.547,via227-shuttle01-close
-11.20391495762329,35.28556570368494,0.0,-2.4668517113662514,via228
-18.28818497506093,30.044350981974333,0.0,-1.5524,via229
-18.1551,27.5768,0.0,-0.0185,via230
-9.7052,26.2849,0.0,-1.5708,via231
-9.6611,22.125,0.0,-3.1322,via232
-14.4745,19.9965,0.0,-1.5708,via233
-13.9211,0.8104,-0.2801,0.0096,via234
3.1373,1.065,-0.1027,-0.0545,via235
33.0476,2.5375,-0.1116,0.0326,via-2h-x0
42.08862822662648,2.8768215657936764,-0.1450856,-1.5989308,via-2h-x1
41.834301,-2.5242805,-0.270077,-1.5337039,via-2h-x2
42.0123,-13.5964,-0.3064,-1.5708,via-2h-x3
41.83852,-16.159822,-0.2800744,-0.0763338,ChargeIn
